system:index,ARVI,EVI,MNDVI,MNDWI,NDMI,NDVI,NDWI,NMDI,RDI,RECI,SAVI,TVI,date,.geo
20210101T052219_20210101T052222_T43QFD,0.2172474401,1.905794735,-0.4918834802,-0.2149634997,-0.05718247031,0.207684232,-0.1603347919,0.4083429004,3.105193159,0.501608452,0.3737343658,0.8401039637,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101T052219_20210101T052222_T43QFE,0.2472295355,1.921223743,-0.4440167837,-0.1672864,-0.003497435015,0.2359867756,-0.1640444033,0.4308684038,2.674556769,0.5644048969,0.4246627535,0.8572577879,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101T052219_20210101T052222_T43QGC,0.2509997608,1.482154814,-0.3871040231,-0.1468836712,0.06320981977,0.2442934139,-0.2086582658,0.4704666626,2.347848983,0.5835881552,0.4396234073,0.8617037201,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101T052219_20210101T052222_T43QGD,0.28396499,1.475515943,-0.3614913442,-0.1510457549,0.0749329843,0.2762973909,-0.2237497234,0.4693153427,2.230705124,0.6663673749,0.4972190097,0.8797858778,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101T052219_20210101T052222_T43QGE,0.2242295499,1.790430151,-0.4610184049,-0.2224303737,-0.05708614091,0.2148485178,-0.1681119212,0.4225778538,2.833969213,0.4903488428,0.3866191839,0.8445938634,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101T052219_20210101T052222_T43QHC,0.283402997,1.49020649,-0.359820735,-0.130682107,0.09226714639,0.2757835878,-0.2205587011,0.4840288557,2.192724919,0.6649732753,0.4962911146,0.8799334176,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101T052219_20210101T052222_T43QHD,0.2698622597,1.607158916,-0.3521518632,-0.1374713005,0.07068353009,0.2616270442,-0.2062836595,0.4668357208,2.201987269,0.6208314899,0.4708102095,0.8713034356,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101T052219_20210101T052222_T43QHE,0.2202117244,1.515554263,-0.4263710004,-0.2436835765,-0.05773261162,0.2138803331,-0.1894177165,0.403856922,2.553466229,0.4429653843,0.384885485,0.8444527992,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101T052219_20210101T052222_T44QKH,0.2816845188,1.600818654,-0.3514911387,-0.108027096,0.1057338149,0.2734269991,-0.2116229433,0.4970535825,2.141593379,0.6580370882,0.4920472326,0.8787688658,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101T052219_20210101T052222_T44QKJ,0.2962698415,1.598912846,-0.3014202636,-0.1104336847,0.1086135842,0.2872609766,-0.2160824634,0.4867868507,1.952804502,0.6829637708,0.516937131,0.885892491,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210101T052219_20210101T052222_T44QKK,0.2113083432,1.476927706,-0.4368099605,-0.2460499677,-0.06702233671,0.2050061395,-0.1829880285,0.4014977309,2.620778706,0.4196453646,0.3689153509,0.8392976588,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210106T052221_20210106T052812_T43QFD,0.273750416,1.488777718,-0.57757418,-0.294378111,-0.07400974931,0.2663291543,-0.2248140144,0.3755738596,4.045928629,0.6825845441,0.4792545269,0.8731602581,2021-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210106T052221_20210106T052812_T43QFE,0.3204821892,1.499010525,-0.5382908573,-0.2633547649,-0.02481894384,0.311391919,-0.2397607949,0.3952358067,3.475374862,0.7811238886,0.5603367085,0.8996228569,2021-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210106T052221_20210106T052812_T43QGC,0.2945921815,0.4505095356,-0.5649089749,-0.2379386131,0.0334015418,0.290250968,-0.2693563833,0.4289059392,3.784167773,0.77704622,0.5223159632,0.8871166526,2021-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210106T052221_20210106T052812_T43QGD,0.2980658766,0.7519026177,-0.4834511273,-0.2092392735,0.04539883497,0.2919880592,-0.2529304535,0.4688467784,3.098925136,0.7472501622,0.5254410223,0.8878353604,2021-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210106T052221_20210106T052812_T43QGE,0.2778197633,1.423613213,-0.5585864113,-0.3010134486,-0.07913195555,0.2702714889,-0.2272258453,0.3733995368,3.76084861,0.6528482022,0.4863376336,0.8759701016,2021-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210106T052221_20210106T052812_T43QHD,0.3055752121,1.033886488,-0.5137449423,-0.2044671032,0.04798850594,0.2987654816,-0.2500412116,0.4444090089,3.348758361,0.7862902134,0.5376296089,0.891522317,2021-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210106T052221_20210106T052812_T43QHE,0.2636992309,-0.7055488938,-0.5768212221,-0.3118674747,-0.07335805847,0.2588426507,-0.2453083947,0.3509152838,3.876106839,0.6006270744,0.465784712,0.8702610424,2021-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210106T052221_20210106T052812_T44QKJ,0.351120818,1.263293776,-0.4777547751,-0.1940345808,0.08553239908,0.3434149455,-0.2746096914,0.4502252492,3.009795593,0.9028733998,0.6179719389,0.9164464117,2021-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210106T052221_20210106T052812_T44QKK,0.2569338968,-11.00332665,-0.5990556164,-0.325767963,-0.09095595272,0.2523330006,-0.243121008,0.3380055398,4.12319686,0.5751090403,0.4540700537,0.8667631957,2021-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210111T052159_20210111T053045_T43QFD,0.3086967891,0.9867883625,-0.5181224883,-0.3355902062,-0.07137523894,0.3028426895,-0.2694985345,0.3873501448,3.466496868,0.7755328005,0.5449617653,0.8930331728,2021-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210111T052159_20210111T053045_T43QGC,0.3165251393,-0.5042095623,-0.4392333499,-0.2734957242,0.03359590162,0.3134434173,-0.3038090469,0.4436241159,2.714624956,0.7952106618,0.5640533855,0.8994883938,2021-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210111T052159_20210111T053045_T43QGD,0.3604116317,-0.2604099739,-0.4152579759,-0.284458901,0.03957563261,0.3556866054,-0.3197632794,0.4424572214,2.572315465,0.8935288549,0.6400664097,0.9228592007,2021-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
