system:index,ARVI,EVI,MNDVI,MNDWI,NDMI,NDVI,NDWI,NMDI,RDI,RECI,SAVI,TVI,date,.geo
0,0.1300548312,0.6903036716,-0.5087306112,-0.2655382692,-0.08491181913,0.132286645,-0.1852710093,0.6058516035,3.189320728,0.2933162163,0.2380741914,0.7942991068,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.05992808953,0.1959095431,-0.4327068328,-0.1368906634,-0.02895443047,0.06166053467,-0.1089719373,0.6083474292,2.615405906,0.1637755031,0.1109729459,0.7493242691,2021-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.1562945906,0.9099102865,-0.3460615932,-0.2861808848,-0.06081826136,0.1605088584,-0.230570478,0.6519393049,2.141839288,0.2877615335,0.2888650439,0.8113950918,2021-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.1920903004,1.191220077,-0.2029579562,-0.3448289828,-0.05707792374,0.2000818501,-0.2933783283,0.6897254397,1.578319658,0.3511674193,0.3600823936,0.8340282809,2021-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.1876249017,1.377425174,-0.2237249403,-0.3136511484,-0.03158881738,0.1961889343,-0.2840887782,0.7062958644,1.774420202,0.401323388,0.3530767019,0.8309082705,2021-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.1690971781,0.7726190603,-0.5086682033,-0.3273423613,-0.08559062196,0.1746421929,-0.248874047,0.6146826835,3.267885549,0.3793989504,0.3142981546,0.8191942483,2021-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.1884276699,1.540770122,-0.2930616128,-0.3057244411,-0.03208610224,0.1960187136,-0.2761518388,0.7114335194,1.958071914,0.3962897453,0.3527687165,0.830822894,2021-01-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.1831276885,1.097251677,-0.3903378315,-0.3359304976,-0.07429604888,0.1893232187,-0.2682881779,0.6343703001,2.415325938,0.3836500586,0.3407199071,0.8277204651,2021-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.1952320857,1.485839762,-0.2157485735,-0.3267383637,-0.04443705777,0.2024068826,-0.2864117439,0.6911740307,1.637797901,0.3672364716,0.3642686316,0.8352244541,2021-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.2044272354,1.539408724,-0.1761729492,-0.3119972963,-0.01341005153,0.2130148362,-0.2991481386,0.7365101989,1.525066877,0.4495199319,0.383358587,0.8402462319,2021-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.1886719001,1.394706755,-0.3347748419,-0.3397870935,-0.06301890436,0.1960597436,-0.2823861456,0.6528820224,2.125629276,0.3887865025,0.3528454308,0.8312883917,2021-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.1758180805,0.2527175775,-0.3667960512,-0.2550929044,-0.01766054122,0.1801863867,-0.2393018049,0.6779951501,2.332809089,0.3930240681,0.3242783167,0.8220808275,2021-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.1999429704,1.431574799,-0.3241385846,-0.3448246378,-0.05618635042,0.207196058,-0.2942259505,0.6654905316,2.090559484,0.400430888,0.3728874403,0.8377622013,2021-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.1930117536,1.414770204,-0.2908657416,-0.3350172991,-0.05096224207,0.2005379972,-0.2889036897,0.6744419104,1.929199238,0.3908761741,0.3609049146,0.833866039,2021-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.2074092181,1.853093424,-0.3084525792,-0.3075689352,-0.01107683729,0.2153979992,-0.2968088356,0.6895507585,2.093103425,0.4795359657,0.3876472504,0.8415452382,2021-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
